関係機関一覧（令和４年２月１日現在）,,,,,,,,,,,,,,,,,,,,,,,
区市町村名,ＨＰ,名称,郵便番号,住所,最寄駅,"交通経路
（最寄り駅から徒歩何分か等）",電話番号,"対応可能な
相談内容",支援の実施内容,,,,,,,,,対象年齢,,,,,備考
,,光が丘障害者地域生活支援センター＜すてっぷ＞,179-0072,"練馬区光が丘2-9-6 
光が丘区民ｾﾝﾀｰ6F",都営大江戸線光が丘駅,徒歩1分,03-5997-7858,ｻｰﾋﾞｽ利用、その他地域生活に関すること,○,,,,,,,,,,,,,○,
,,石神井障害者地域生活支援センター＜ういんぐ＞,177-0041,"練馬区石神井町7-3-28
石神井保健相談所内併設",西武池袋線石神井公園駅,徒歩8分,03-3997-2181,ｻｰﾋﾞｽ利用、その他地域生活に関すること,○,,,,,,,,,,,,,○,
,,大泉障害者地域生活支援センター＜さくら＞,178-0063,練馬区東大泉5-35-2  大泉子ども家庭支援ｾﾝﾀｰ併設 ,西武池袋線大泉学園駅,徒歩5分,03-3925-7371,ｻｰﾋﾞｽ利用、その他地域生活に関すること,○,,,,,,,,,,,,,○,
,就労支援センター,練馬区障害者就労支援センター,176-0012,"練馬区豊玉北5-14-6
新練馬ﾋﾞﾙ5階",西武池袋線、都営大江戸線練馬駅,徒歩5分,03-3948-6501,就労に関すること,,,,,○,,,,,,,,,○,
足立区,障害福祉主管課,障がい福祉課,120-8510,足立区中央本町1-17-1,梅島,徒歩12分,03-3880-5407,関係機関紹介,,,,,,,,,,○,○,○,○,○,
,福祉事務所,障がい福祉課中部援護係,120-8510,足立区中央本町1-17-1,梅島,徒歩12分,03-3880-5882,関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,障がい福祉課千住援護係,120-0036,足立区千住仲町19-3,北千住,徒歩8分,03-3888-3146,関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,障がい福祉課東部援護係,120-0004,足立区東綾瀬1-26-2,綾瀬,徒歩10分,03-3605-7520,関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,障がい福祉課西部援護係,123-0864,足立区鹿浜8-27-15,谷在家,徒歩8分,03-3897-5034,関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,障がい福祉課北部援護係,121-0813,足立区竹の塚2-25-17,竹ノ塚,徒歩5分,03-5831-5799,関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,保健所・保健センター等,足立保健所竹の塚保健センター,121-0822,足立区西竹の塚1-11-2エミエルタワー竹の塚2階,竹ノ塚,徒歩1分,03-3855-5082,精神保健相談　育児相談,○,○,,,,,○,○,,○,○,○,○,○,
,,足立保健所江北保健センター,123-0845,足立区西新井本町2-30-40,江北,徒歩3分,03-3896-4004,精神保健相談　育児相談,○,○,,,,,○,○,,○,○,○,○,○,
,,足立保健所千住保健センター,120-0036,足立区千住仲町19-3,北千住,徒歩8分,03-3888-4277,精神保健相談　育児相談,○,○,,,,,○,○,,○,○,○,○,○,
,,足立保健所東部保健センター,120-0001,足立区大谷田3-11-13,亀有,ﾊﾞｽ1５分,03-3606-4171,精神保健相談　育児相談,○,○,,,,,○,○,,○,○,○,○,○,
,,足立保健所中央本町地域・保健総合支援課地域保健係,120-0011,足立区中央本町1-5-3,梅島,徒歩10分,03-3880-5351,精神保健相談　育児相談,○,○,,,,,○,○,,○,○,○,○,○,
,子供家庭支援センター,足立区こども支援センターげんき　こども家庭支援課,121-0816,足立区梅島3-28-8,西新井,徒歩3分,03-3852-3535,"子育て相談
関係機関紹介",○,,,,,,,,,○,○,○,○,,
,児童発達支援センター,足立区障がい福祉センター幼児発達支援室,121-0816,足立区梅島3-31-19,西新井,徒歩5分,03-5681-0136,通所支援、外来指導,○,,○,,,○,○,,,○,,,,,
,,うめだ・あけぼの学園,123-0851,足立区梅田7-12-15,梅島,徒歩６分,03-3848-1190,発達・育児・就学相談・生活支援　関係機関紹介,○,○,○,,,○,○,○,,○,,,,,
,児童発達支援（センター以外）,ふきのとう,123-0853,足立区本木1-21-15,北千住,ﾊﾞｽ10分,03-5888-4648,通所支援,,,,,,○,,,,○,,,,,
,,児童デイサービスハートぽっぽ,121-0064,足立区保木間1-5-21,竹の塚,ﾊﾞｽ5分徒歩５分,03-3850-8487,通所支援,,,,,,○,,,,○,,,,,
,,児童デイサービス　ハートぽっぽ　ＥＡＳＴ,121-0063,足立区東保木間2-23-5,六町,徒歩20分,03-3883-0841,通所支援,,,,,,○,,,,○,,,,,
,,あしたも笑顔　北綾瀬,120-0001,足立区大谷田4-14-12-1F,北綾瀬,徒歩12分,03-5849-3440,通所支援,,,,,,○,,,,○,,,,,
,,きたせんじゅステップ第３,120-0031,足立区千住大川町37-2 清晋南1階,北千住,徒歩15分,03-3888-2555,通所支援,,,,,,○,,,,○,,,,,
,,すかいきっず,121-0812,足立区西保木間1-21-7-101,竹ノ塚,徒歩10分,03-5856-6136,通所支援,,,,,,○,,,,○,,,,,
,,Ｏｎｌｙ　Ｏｎｅ足立,121-0815,足立区島根3-1-10,西新井,徒歩8分,050-3734-5542,通所支援,,,,,,○,,,,○,,,,,
,,児童デイサービスＫｏＭｏＲｅＢｉ北千住,120-0023,足立区千住曙町37-10段上ﾋﾞﾙ2階,堀切,徒歩5分,03-6806-1397,通所支援,,,,,,○,,,,○,,,,,
,,からふるＫｉｄｓ綾瀬,120-0005,足立区綾瀬2-46-6河合ﾋﾞﾙ1階,綾瀬,徒歩7分,03-6662-7518,通所支援,,,,,,○,,,,○,,,,,
,,こぱんはうすさくら本木教室,123-0856,足立区本木西町1-20宮内ｻﾝﾊｲﾂ1階,扇大橋,バス8分,03-5809-5383,通所支援,,,,,,○,,,,○,,,,,
,,発達支援つむぎ　北千住ルーム,120-0021,足立区日ﾉ出町41-14,北千住,徒歩10分,03-5284-9514,通所支援,,,,,,○,,,,○,,,,,
,,ハッピートライアングル竹ノ塚,121-0813,足立区竹の塚1-30-1 ｺﾝﾌｫｰﾙ1階店舗A,竹ノ塚,徒歩6分,03-5851-7151,通所支援,,,,,,○,,,,○,,,,,
,,おだいステップ,120-0046,足立区小台2-1-46,小台,徒歩7分,03-6903-2773,通所支援,,,,,,○,,,,○,,,,,
,,リッスンアンドコミュニティ,120-0015,足立区足立3-27-1ﾌﾟﾗｻﾞﾎﾜｲﾄC2階,五反野,徒歩5分,03-6807-2802,通所支援,,,,,,○,,,,○,,,,,
,,Only One梅島,123-0851,足立区梅田7-26-15ｴﾐﾈﾝｽ梅島2階,梅島,徒歩7分,050-3734-5544,通所支援,,,,,,○,,,,○,,,,,
,,ハッピートライアングル西新井西,123-0841,足立区西新井4-20-1-2階,谷在家,徒歩8分,03-5647-8852,通所支援,,,,,,○,,,,○,,,,,
,,コペルプラス五反野教室,120-0015,足立区足立4-40-3ﾚｼﾞﾃﾞﾝｽﾀﾜｰ五反野202,五反野,徒歩3分,03-6806-4018,通所支援,,,,,,○,,,,○,,,,,
,,リッスンアンドコミュニティ五反野教室,120-0013,足立区弘道2-12-25,五反野,徒歩8分,03-6807-2411,通所支援,,,,,,○,,,,○,,,,,
,放課後等デイサービス,ふきのとう,123-0853,足立区本木1-21-15,北千住,ﾊﾞｽ10分,03-5888-4648,通所支援,,,,,,○,,,,,○,○,○,,
,,児童デイサービスハートぽっぽ,121-0064,足立区保木間1-5-21,竹ノ塚,ﾊﾞｽ5分,03-3850-8487,通所支援,,,,,,○,,,,,○,○,○,,
,,あある　まつりか,121-0063,足立区東保木間2-6-8,竹ノ塚,ﾊﾞｽ10分,03-5856-5443,通所支援,,,,,,○,,,,,○,○,○,,
,,パワフルキッズ,121-0836,足立区入谷1-16-13,舎人,徒歩3分,03-5647-6130,通所支援,,,,,,○,,,,,○,○,○,,
,,児童デイサービス　たのしー,121-0814,足立区六月3-3-4,西新井,徒歩10分,03-3850-6565,通所支援,,,,,,○,,,,,○,○,○,,
,,ふきのとう２,123-0853,足立区本木1-19-5-101,北千住,ﾊﾞｽ10分,03-5888-4648,通所支援,,,,,,○,,,,,○,○,○,,
,,ぷらちな児童デイ,121-0055,足立区加平1-8-23,綾瀬,ﾊﾞｽ5分,03-5697-9933,通所支援,,,,,,○,,,,,○,○,○,,
,,キッズの森,121-0064,足立区保木間2-2-1 ｵｵｻｷ竹ﾉ塚ﾏﾝｼｮﾝ1階,竹ノ塚,ﾊﾞｽ3分,03-5831-8091,通所支援,,,,,,○,,,,,○,○,○,,
,,児童デイサービス　にじいろ東和,120-0003,足立区東和4-4-20,亀有,徒歩12分,03-5849-3105,通所支援,,,,,,○,,,,,○,○,○,,
,,あしたも笑顔　北綾瀬,120-0001,足立区大谷田4-14-12-1F,北綾瀬,徒歩12分,03-5849-3440,通所支援,,,,,,○,,,,,○,○,○,,
,,児童デイサービス　リズム東伊興,121-0801,足立区東伊興3-14-23 第二佐藤ﾋﾞﾙ1階,竹ノ塚,徒歩10分,03-5838-1145,通所支援,,,,,,○,,,,,○,○,○,,
,,白い鳥,120-0001,足立区大谷田4-1-18,北綾瀬,徒歩12分,03-5849-5736,通所支援,,,,,,○,,,,,○,○,○,,
,,きたせんじゅステップ,120-0042,足立区千住龍田町3-13 徳輝ﾋﾞﾙ1階,北千住,徒歩10分,03-6806-2133,通所支援,,,,,,○,,,,,○,○,○,,
,,児童デイサービス　リズム西新井,123-0845,足立区西新井本町1-19-11 1階,西新井,徒歩15分,03-5837-4933,通所支援,,,,,,○,,,,,○,○,○,,
,,放課後等デイサービスおはな,120-0006,足立区谷中2-14-3 皐月ﾏﾝｼｮﾝ102,北綾瀬,徒歩7分,03-6802-6740,通所支援,,,,,,○,,,,,○,○,○,,
,,キッズの森第２,123-0851,足立区梅田1-15-9-1階,梅島,徒歩10分,03-6806-3337,通所支援,,,,,,○,,,,,○,○,○,,
,,きたせんじゅステップ第２,120-0033,足立区千住寿町38-8 木島ﾋﾞﾙ1階,北千住,徒歩10分,03-3870-7301,通所支援,,,,,,○,,,,,○,○,○,,
,,児童デイサービス　ハートぽっぽ　ＥＡＳＴ,121-0063,足立区東保木間2-23-5,六町,徒歩20分,03-3883-0841,通所支援,,,,,,○,,,,,○,○,○,,
,,放課後等デイサービス　笑がお,120-0012,足立区青井3-5-26-101,青井,徒歩5分,03-5845-5385,通所支援,,,,,,○,,,,,○,○,○,,
,,きたせんじゅステップ第３,120-0031,足立区千住大川町37-2 清晋南1階,北千住,徒歩15分,03-3888-2555,通所支援,,,,,,○,,,,,○,○,○,,
,,にこにこキッズ,121-0064,足立区保木間3-33-8 第126新井ﾋﾞﾙ102号室,竹ノ塚,バス20分,03-3858-3725,通所支援,,,,,,○,,,,,○,○,○,,
,,あしたも笑顔　谷中公園,120-0003,足立区東和5-14-18-1階,北綾瀬,徒歩8分,03-5856-2506,通所支援,,,,,,○,,,,,○,○,○,,
,,すかいきっず,121-0812,足立区西保木間1-21-7-101,竹ノ塚,徒歩10分,03-5856-6136,通所支援,,,,,,○,,,,,○,○,○,,
,,キッズの森第３　南花畑,121-0062,足立区南花畑4-31-4 MY第2ﾋﾞﾙ101号室,六町,バス10分,03-5831-5607,通所支援,,,,,,○,,,,,○,○,○,,
,,えにしこどもプラス,121-0051,足立区神明2-2-11,六町,徒歩20分,03-5613-8108,通所支援,,,,,,○,,,,,○,○,○,,
,,放課後等デイサービスあおぞら六木,121-0052,足立区六木1-4-17,綾瀬,バス20分,03-5856-3023,通所支援,,,,,,○,,,,,○,○,○,,
,,でいじいすまいる,121-0815,足立区島根2-2-1 島根ｸﾞﾘｰﾝﾌｫﾚｽﾄ1階,北千住,バス15分,03-5856-6260,通所支援,,,,,,○,,,,,○,○,○,,
,,Ｏｎｌｙ　Ｏｎｅ足立,121-0815,足立区島根3-1-10,西新井,徒歩8分,050-3734-5542,通所支援,,,,,,○,,,,,○,○,○,,
,,パワフルキッズ西保木間,121-0812,足立区西保木間2-5-5,竹ノ塚,徒歩15分,03-5856-6418,通所支援,,,,,,○,,,,,○,○,○,,
,,あある　まつりかフラワー,121-0061,足立区花畑4-23-8 ｸﾞﾘｰﾝﾊﾟｰｸ花畑Ⅳ101号室,竹ノ塚,バス10分,03-5856-6701,通所支援,,,,,,○,,,,,○,○,○,,
,,みつばちはうす,121-0814,足立区六月3-3-5,西新井,徒歩15分,03-3850-6339,通所支援,,,,,,○,,,,,○,○,○,,
,,キッズの森　六月,121-0814,足立区六月1-5-28相川ﾋﾞﾙ1階,竹ノ塚,バス10分,03-5851-9371,通所支援,,,,,,○,,,,,○,○,○,,
,,児童デイサービスＫｏＭｏＲｅＢｉ北千住,120-0023,足立区千住曙町37-10段上ﾋﾞﾙ2階,堀切,徒歩5分,03-6806-1397,通所支援,,,,,,○,,,,,○,○,○,,
,,からふるＫｉｄｓ綾瀬,120-0005,足立区綾瀬2-46-6河合ﾋﾞﾙ1階,綾瀬,徒歩7分,03-6662-7518,通所支援,,,,,,○,,,,,○,○,○,,
,,リールスメイト足立花畑,121-0061,足立区花畑5-12-1花畑団地82号棟102号,竹ノ塚,バス15分,03-5851-5400,通所支援,,,,,,○,,,,,○,○,○,,
,,まつぼっくりツリー,120-0015,足立区足立3-10-6ヴｧﾛｰﾋﾞﾙ2階,五反野,徒歩3分,03-5888-9311,通所支援,,,,,,○,,,,,○,○,○,,
,,こぱんはうすさくら本木教室,123-0856,足立区本木西町1-20宮内ｻﾝﾊｲﾂ1階,扇大橋,バス8分,03-5809-5383,通所支援,,,,,,○,,,,,○,○,○,,
,,わいわいプラス足立教室,123-0852,足立区関原3-2-18,梅島,徒歩12分,03-6806-3781,通所支援,,,,,,○,,,,,○,○,○,,
,,すかいきっずぷらす,123-0841,足立区西新井1-38-11ｵﾘｴﾝﾄ第6ﾋﾞﾙ102号,大師前,徒歩8分,03-5856-9803,通所支援,,,,,,○,,,,,○,○,○,,
,,おだいステップ,120-0046,足立区小台2-1-46,小台,徒歩7分,03-6903-2773,通所支援,,,,,,○,,,,,○,○,○,,
,,ハッピートライアングル竹ノ塚,121-0813,足立区竹の塚1-30-1ｺﾝﾌｫｰﾙ1階店舗A,竹ノ塚,徒歩6分,03-5851-7151,通所支援,,,,,,○,,,,,○,○,○,,
,,でいじいおれんじ,121-0816,足立区梅島1-1-17TCHﾋﾞﾙ2階,梅島,徒歩8分,03-5888-6050,通所支援,,,,,,○,,,,,○,○,○,,
,,きたせんじゅステップ第４,120-0035,足立区千住中居町1-18,北千住,徒歩11分,03-6806-1522,通所支援,,,,,,○,,,,,○,○,○,,
,,Only One梅島,123-0851,足立区梅田7-26-15ｴﾐﾈﾝｽ梅島2階,梅島,徒歩7分,050-3734-5544,通所支援,,,,,,○,,,,,○,○,○,,
,,にこにこキッズ　保木間,121-0064,足立区保木間3-35-3山崎ﾋﾞﾙ,竹ノ塚,ﾊﾞｽ15分,03-5856-7925,通所支援,,,,,,○,,,,,○,○,○,,
,,ハッピートライアングル西新井西,123-0841,足立区西新井4-20-1-2階,谷在家,徒歩8分,03-5647-8852,通所支援,,,,,,○,,,,,○,○,○,,
,,D-LINEぷらす,120-0015,足立区足立4-22-10,五反野,徒歩5分,03-5888-7702,通所支援,,,,,,○,,,,,○,○,○,,
,,すかいきっずあるふぁ,121-0816,足立区梅島1-22-4,梅島,徒歩5分,03-5888-6741,通所支援,,,,,,○,,,,,○,○,○,,
,,リッスンアンドコミュニティ五反野教室,120-0013,足立区弘道2-12-25,五反野,徒歩8分,03-6807-2411,通所支援,,,,,,○,,,,,○,○,○,,
,,ハッピートライアングル北綾瀬,120-0006,足立区谷中1-15-8中原ビル1階,北綾瀬,徒歩3分,03-5849-3798,通所支援,,,,,,○,,,,,○,○,○,,
,,放課後等デイサービス　ウィズ・ユー西新井,123-0842,足立区栗原3-21-11,西新井,徒歩9分,03-6807-1417,通所支援,,,,,,○,,,,,○,○,○,,
,,なないろひろば,120-0005,足立区綾瀬2-13-11第87新井ビル2階,綾瀬,徒歩6分,03-3602-2025,通所支援,,,,,,○,,,,,○,○,○,,
,保育所等訪問支援,足立区障がい福祉センター幼児発達支援室,121-0816,足立区梅島3-31-19,西新井,徒歩5分,03-5681-0136,発達相談,○,○,○,○,,,,,,○,,,,,
,,うめだ・あけぼの学園,123-0851,足立区梅田7-12-15,梅島,徒歩６分,03-3848-1190,"発達・育児・就学相談
生活支援　関係機関紹介",○,○,○,○,,,,○,,○,○,,,,
,,Only One梅島,123-0851,足立区梅田7-26-15ｴﾐﾈﾝｽ梅島2階,梅島,徒歩7分,050-3734-5544,発達・育児・生活支援　関係機関紹介,○,,○,,,,,,,○,○,○,○,,
,,ハッピートライアングル北綾瀬,120-0006,足立区谷中1-15-8中原ビル1階,北綾瀬,徒歩3分,03-5849-3798,発達・育児・生活支援　関係機関紹介,○,,○,,,,,,,○,○,○,○,,
,"教育関係
※教育相談所含む",足立区こども支援センターげんき教育相談課西新井教育相談係,121-0816,足立区梅島3-28-8,西新井,徒歩3分,03-3852-2872,教育相談,○,,,,,,,,,,○,○,○,,
,,足立区こども支援センターげんき教育相談課綾瀬教育相談係,120-0005,足立区綾瀬1-34-7綾瀬ﾌﾟﾙﾐｴ内,綾瀬,徒歩3分,03-3838-3588,教育相談,○,,,,,,,,,,○,○,○,,令和4年4月～令和5年3月　移転予定
,,足立区こども支援センターげんき教育相談課竹の塚教育相談係,121-0813,足立区竹の塚6-3-13竹の塚SEﾋﾞﾙ2階,竹ノ塚,徒歩3分,03-5851-8507,教育相談,○,,,,,,,,,,○,○,○,,
,,足立区こども支援センターげんき支援管理課特別支援係,121-0816,足立区梅島3-28-8,西新井,徒歩3分,03-3852-2875,就学相談,○,,,,,,,,,○,○,○,,,
,,足立区こども支援センターげんき支援管理課発達支援係,121-0816,足立区梅島3-28-8,西新井,徒歩3分,03-5681-0134,発達相談,○,○,○,○,,,,○,,○,○,○,○,,
,相談支援事業所,足立区障がい福祉センター自立生活支援室,121-0816,足立区梅島3-31-19,西新井,徒歩5分,03-5681-0132,"一般相談
指定特定・障害児相談支援",○,,,,,,○,○,,○,○,○,○,○,
,,うめだ・あけぼの子ども相談支援センター,123-0851,足立区梅田7-12-15,梅島,徒歩６分,03-3848-1197,"発達・育児・就学相談
生活支援　関係機関紹介
指定特定・障害児相談支援",○,○,○,,,,○,○,,○,○,○,○,,
